id,address_number,street,common_name,scientific_name,height,width,growth_space_length,growth_space_width,growth_space_type,diameter_base_height,stems,overhead_utilities,land_use,condition,stormwater_benefits_dollar_value,stormwater_benefits_runoff_elim,property_value_benefits_dollarvalue,property_value_benefits_leaf_surface_area,energy_benefits_electricity_dollar_value,energy_benefits_gas_dollar_value,air_quality_benfits_o3dep_dollar_value,air_quality_benfits_o3dep_lbs,air_quality_benfits_vocavd_dollar_value,air_quality_benfits_vocavd_lbs,air_quality_benfits_no2dep_dollar_value,air_quality_benfits_no2dep_lbs,air_quality_benfits_no2avd_dollar_value,air_quality_benfits_no2avd_lbs,air_quality_benfits_so2dep_dollar_value,air_quality_benfits_so2dep_lbs,air_quality_benfits_so2avd_dollar_value,air_quality_benfits_so2avd_lbs,air_quality_benfits_pm10depdollar_value,air_quality_benfits_pm10dep_lbs,air_quality_benfits_pm10avd_dollar_value,air_quality_benfits_pm10avd_lbs,air_quality_benfits_total_dollar_value,air_quality_benfits_total_lbs,co2_benefits_dollar_value,co2_benefits_sequestered_lbs,co2_benefits_sequestered_value,co2_benefits_avoided_lbs,co2_benefits_avoided_value,co2_benefits_decomp_lbs,co2_benefits_maint_lbs,co2_benefits_totalco2_lbs,overall_benefits_dollar_value,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
998993932,3233,THAYER ST,Honeylocust: Thornless,Gleditsia triacanthos inermis,48,20,99,99,Open or Restricted,20,1,No,Residential,Good,23.34768882,2918.461103,116.9288815,194.3335363,20.60469259,74.30901884,3.701085709,0.806336756,0.104582458,0.045273792,1.555753635,0.338944147,5.430251215,1.183061267,0.430959954,0.123839067,2.129269788,0.611859134,3.263022823,0.392662193,0.642582251,0.077326384,17.25750783,3.57930274,1.928326039,271.5000833,1.994982612,419.9457908,3.085761671,-99.66443783,-14.4383108,577.3431255,254.3761157,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45321254,-80.06724511
1870646392,1427,ISOLINE ST,Oak: Northern Red,Quercus rubra,65,20,99,99,Open or Unrestricted,47,1,Conflicting,Residential,Good,62.24289576,7780.36197,99.71862687,165.7304264,41.43857871,119.1505038,9.153066262,1.994132083,0.184921635,0.080052656,3.952778998,0.861171895,9.966313209,2.171310067,1.158367813,0.332864314,4.278048782,1.229324363,8.353602685,1.005247014,1.164687707,0.140154959,38.21178709,7.814257351,5.394313849,1033.993835,7.597786701,844.562792,6.205847396,-231.0136203,-32.47898016,1615.064027,366.156706,Chartiers City,2,20,42003563000,5,20,6,16-Jan,40.45599747,-80.07040834
829500067,1400,EVANSTON ST,Maple: Norway,Acer platanoides,22,12,99,99,Open or Unrestricted,22,1,Conflicting,Residential,Good,17.99741062,2249.676327,90.27501566,150.0353275,17.27569144,65.35565943,3.196977599,0.696509281,0.090245506,0.039067319,1.382063532,0.301103166,4.649094983,1.012874724,0.397732938,0.114291074,1.785674614,0.513124889,2.87173714,0.34557607,0.55162259,0.066380576,14.9251489,3.088927099,2.701399719,511.4977126,3.758485192,352.0971678,2.587209989,-38.91042745,-15.88214189,808.802311,208.5303258,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.4534458,-80.0700943
2013381047,1417,EVANSTON ST,Maple: Red,Acer rubrum,32,12,30,7,Tree Lawn or Parkway,10,1,No,Residential,Good,8.316763768,1039.595471,50.87545528,84.55402127,7.42529379,31.45528957,1.142818899,0.248980152,0.041610397,0.018013159,0.493529754,0.107522822,2.104258609,0.458444141,0.144629635,0.04156024,0.76796754,0.220680328,1.043000755,0.125511523,0.25126865,0.030236901,5.989084239,1.250949266,0.701737283,88.31340328,0.648926887,151.3354717,1.112013046,-22.32873652,-7.219155402,210.1009831,104.7636239,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45321893,-80.07011237
948605903,526,SUISMON ST,Honeylocust: Thornless,Gleditsia triacanthos inermis,24,6,6,4,Well or Pit,13,1,Conflicting,Institutional,Fair,11.51340087,1439.175109,100.1074455,166.3766354,15.93536014,57.6174168,1.868019457,0.406975917,0.069921463,0.030269032,0.785223118,0.171072575,3.629006176,0.790633154,0.217514979,0.062504304,1.421418816,0.408453683,1.729139919,0.208079413,0.450937953,0.054264495,10.17118188,2.132252571,1.272851019,138.4191558,1.017103957,280.3362265,2.059910592,-29.56161043,-8.100652273,381.0931196,196.6176562,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45529959,-80.00031459
1262389848,904,ELKTON ST,Sweetgum: American,Liquidambar styraciflua,34,16,99,3,Tree Lawn or Parkway,14,1,No,Residential,Good,10.03339301,1254.174126,55.76770443,92.6848446,13.27299432,45.90717731,1.723967105,0.375591962,0.065724853,0.028452318,0.698587474,0.152197707,3.436239537,0.748636065,0.200520856,0.057620936,1.371348655,0.394065705,1.497844549,0.180246035,0.405674184,0.048817591,9.399907213,1.985628318,1.042265932,79.89005155,0.587032099,270.5178963,1.987765502,-28.24546195,-10.10681756,312.0556683,135.4234422,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44619189,-80.03528994
1429809607,3143,ASHLYN ST,Maple: Norway,Acer platanoides,32,18,26,3,Tree Lawn or Parkway,12,1,No,Residential,Good,7.355201875,919.4002343,42.8289169,71.18083033,9.657614249,36.51700675,1.491167433,0.324873079,0.050434174,0.021832976,0.6446364,0.14044366,2.598389859,0.566098008,0.18551472,0.053308828,0.998241495,0.286851004,1.339465407,0.161187173,0.308294263,0.037099189,7.61614375,1.591693917,1.081419719,185.7748295,1.365073447,196.832563,1.446325673,-50.16604706,-8.662986483,323.778359,105.0563032,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45698324,-80.05754439
1785336569,3165,ASHLYN ST,Linden: Littleleaf,Tilia cordata,36,30,12,3,Well or Pit,18,1,No,Residential,Good,12.53327303,1566.659128,31.76107734,52.78629536,14.27838803,51.94982012,2.218152103,0.483257539,0.072854759,0.031538857,0.932401589,0.203137601,3.777360081,0.822954266,0.258284948,0.074219813,1.475578212,0.424016728,1.955610193,0.235332153,0.447210125,0.0538159,11.13745201,2.328272855,1.155951639,159.874716,1.174759413,291.0089014,2.138333407,-91.79583243,-12.99447972,346.0933052,122.8159622,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45754455,-80.05753551
1021918134,2763,BERGMAN ST,Maple: Norway,Acer platanoides,28,8,99,3,Tree Lawn or Parkway,16,1,No,Residential,Good,11.17774769,1397.218461,60.13912667,99.95006369,14.03205495,49.36756263,2.166012545,0.471898158,0.070183859,0.030382623,0.936374076,0.204003067,3.659064871,0.797181889,0.269471557,0.077434356,1.449888913,0.416634745,1.945656007,0.234134297,0.432391874,0.052032717,10.9290437,2.283701851,1.670093166,295.4473262,2.170946953,285.9883683,2.10144253,-69.85715195,-11.55064864,500.0278939,147.3156288,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.4535338,-80.05201943
242235524,2900,MERWYN AVE,Maple: Red,Acer rubrum,40,15,99,3,Tree Lawn or Parkway,19,1,No,Residential,Good,17.83770721,2229.713402,47.67257029,79.23088845,16.06416053,60.62539788,2.662693636,0.580107546,0.083793442,0.036274217,1.149892198,0.250521176,4.318427983,0.940833983,0.336977633,0.096832653,1.660426381,0.477134018,2.430123859,0.292433677,0.512318774,0.061650875,13.1546539,2.735788146,1.30658608,165.4944582,1.216053279,327.4048651,2.405770948,-87.98949082,-13.71639526,391.1934371,156.6610759,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45572292,-80.05031582
847593030,2713,MERWYN AVE,Maple: Red,Acer rubrum,36,15,99,3,Tree Lawn or Parkway,16,1,No,Residential,Fair,13.22361953,1652.952441,49.07152039,81.55591642,14.58330186,52.27951346,1.853981303,0.403917495,0.06366365,0.027560021,0.800647362,0.174432976,3.308878332,0.720888526,0.23463091,0.067422675,1.300763067,0.37378249,1.776520943,0.2137811,0.410962209,0.049453936,9.750047776,2.031239221,1.059466539,122.5796064,0.900714948,256.550701,1.885134551,-51.95472324,-9.970033566,317.2055506,139.9674696,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45390535,-80.04901865
919773623,2934,ZEPHYR AVE,Maple: Red,Acer rubrum,18,8,4,3,Well or Pit,6,1,Conflicting,Residential,Fair,3.974858209,496.8572761,51.52909253,85.64035373,3.388820358,16.08474051,0.464026397,0.101095076,0.017643365,0.00763782,0.200391185,0.04365821,0.875966284,0.190842328,0.058724937,0.016874982,0.302735386,0.086992927,0.444639118,0.053506512,0.110526049,0.013300367,2.474652721,0.513908222,0.314951871,45.28795024,0.332775858,59.61641927,0.438061449,-6.868639496,-3.738762587,94.29696742,77.7671162,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45563734,-80.05275226
967460177,2926,ZEPHYR AVE,Sweetgum: American,Liquidambar styraciflua,34,14,4,3,Well or Pit,16,1,Conflicting,Residential,Good,12.47721522,1559.651903,59.8205336,99.42056818,15.47170705,53.67518161,2.111156314,0.459946909,0.076749365,0.033224833,0.855484627,0.186380093,4.010610197,0.873771285,0.245556234,0.070562136,1.598539332,0.459350383,1.834248442,0.220727851,0.47356349,0.056987183,11.205908,2.360950673,1.230829159,94.19847977,0.692170429,315.330026,2.317045031,-29.46613286,-11.55064864,368.5117243,153.8813746,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45546953,-80.05259534
793855644,2764,GLEN MAWR ST,Maple: Red,Acer rubrum,30,16,4,3,Well or Pit,10,1,No,Residential,Critical,3.032153457,379.0191821,50.87545528,84.55402127,7.42529379,31.45528957,0.084207708,0.018345906,0.003066029,0.001327285,0.03636535,0.007922734,0.155050634,0.033780095,0.01065692,0.003062333,0.056587082,0.016260656,0.380260692,0.045759409,0.091608362,0.01102387,0.817802779,0.137482289,0.051706958,6.507303399,0.047815665,11.15103476,0.081937803,-1.645275322,-0.531937766,15.48112507,93.65770183,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.4547808,-80.05083398
1713199926,2764,GLEN MAWR ST,Maple: Red,Acer rubrum,27,14,4,3,Well or Pit,11,1,No,Residential,Good,9.355318578,1169.414822,50.60793164,84.10940216,8.758171494,35.06374206,1.309516922,0.285297804,0.047370533,0.020506724,0.565518793,0.123206709,2.417766783,0.526746576,0.16572613,0.047622451,0.9055407,0.260212845,1.195138739,0.143819343,0.287787146,0.034631426,6.894365747,1.442043878,0.801598954,97.48788105,0.71634095,178.5009525,1.311624999,-28.04807587,-7.941070943,239.9996867,111.4811285,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45472999,-80.0507794
1492169209,818,SUISMON ST,Ginkgo,Ginkgo biloba,40,7,2,2,Well or Pit,10,1,No,Residential,Good,4.403227489,550.4034361,31.86960622,52.96666826,6.032156049,24.64615688,0.917317157,0.199851232,0.033042365,0.014304054,0.385594826,0.084007587,1.680861199,0.366200697,0.106813781,0.030693615,0.623755967,0.17924022,0.808742908,0.09732165,0.200302436,0.024103783,4.75643064,0.995722839,0.555904748,65.86870837,0.484003269,122.9418265,0.903376541,-15.15283205,-7.219155402,166.4385474,72.26348203,East Allegheny,1,23,42003563200,1,23,1,5-Jan,40.455979,-79.99652576
1433265150,2793,ZEPHYR AVE,Linden: Littleleaf,Tilia cordata,21,8,20,3,Tree Lawn or Parkway,11,1,No,Residential,Fair,5.775605158,721.9506447,41.00820544,68.15484315,7.504530656,28.69089429,0.92983028,0.202577403,0.034055479,0.014742632,0.390854725,0.085153535,1.751371646,0.38156245,0.108270828,0.031112307,0.669582135,0.19240866,0.860701236,0.103574156,0.218306472,0.026270334,4.962972802,1.037401476,0.686086714,104.7027826,0.769356046,132.0203489,0.970085524,-24.45354966,-6.854398077,205.4151838,88.62829506,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45464823,-80.05194276
2020543587,2913,ZEPHYR AVE,Maple: Norway,Acer platanoides,22,8,60,3,Tree Lawn or Parkway,8,1,No,Residential,Poor,2.676851153,334.6063941,27.05123214,44.95862386,4.929959234,22.77777224,0.442517503,0.096409042,0.015376163,0.006656348,0.191301717,0.041677934,0.766717807,0.167040917,0.055053181,0.01581988,0.268498065,0.077154616,0.511365318,0.061536139,0.118356773,0.014242692,2.369186526,0.480537568,0.297923807,49.46569108,0.363473898,52.88308961,0.388584942,-10.11039184,-3.03964438,89.19874448,60.10292509,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45498332,-80.0522652
995880187,3067,GLEN MAWR ST,Linden: Littleleaf,Tilia cordata,20,15,4,3,Well or Pit,17,1,No,Residential,Fair,10.49547349,1311.934186,33.55460967,55.76711135,13.77903164,48.91032055,1.765871501,0.38472146,0.059800798,0.025887791,0.742285162,0.1617179,3.11317553,0.678251749,0.205620718,0.059086413,1.228968067,0.353151743,1.634586241,0.196701112,0.386442216,0.046503275,9.136750233,1.906021445,1.005535695,137.8650545,1.013032421,242.40191,1.781169235,-68.61521249,-10.59316066,301.0585914,116.8817213,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45829046,-80.05435119
1879824439,3067,ZEPHYR AVE,Linden: Littleleaf,Tilia cordata,45,15,4,3,Well or Pit,17,1,No,Residential,Good,11.58121212,1447.651515,33.55460967,55.76711135,13.77903164,48.91032055,2.045826739,0.445713886,0.069281412,0.029991953,0.859964517,0.187356104,3.606727748,0.785779466,0.238219125,0.068453771,1.423804468,0.409139215,1.80368137,0.217049503,0.426418996,0.051313959,10.47392438,2.194797858,1.164949891,159.7217095,1.173635121,280.8314811,2.063549723,-79.49323398,-12.27256418,348.7873924,119.4640482,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45785087,-80.05516499
898122731,3234,MOTOR ST,Locust: Black,Robinia pseudoacacia,60,35,99,99,Open or Unrestricted,20,1,Yes,Residential,Good,23.34768882,2918.461103,116.9288815,194.3335363,20.60469259,74.30901884,3.701085709,0.806336756,0.104582458,0.045273792,1.555753635,0.338944147,5.430251215,1.183061267,0.430959954,0.123839067,2.129269788,0.611859134,3.263022823,0.392662193,0.642582251,0.077326384,17.25750783,3.57930274,1.928326039,271.5000833,1.994982612,419.9457908,3.085761671,-99.66443783,-14.4383108,577.3431255,254.3761157,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45904976,-80.05614424
1582917146,3234,MOTOR ST,Cherry: Black,Prunus serotina,60,35,99,99,Open or Unrestricted,16,1,Yes,Residential,Good,6.088978004,761.1222505,18.40745459,30.592833,7.900741531,32.47242528,1.207361073,0.263041628,0.043438619,0.018804597,0.521946012,0.113713728,2.207580614,0.480954382,0.150206641,0.043162828,0.817003728,0.234771186,1.084531726,0.130509233,0.263157496,0.031667569,6.295225909,1.316625151,1.104289507,260.4668451,1.913910378,161.0256079,1.183216167,-79.3162034,-11.55064864,330.625601,72.26911482,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45899137,-80.05622884
744780007,5532,JACKSON ST,London planetree,Platanus x acerifolia,23,8,99,3,Tree Lawn or Parkway,4,1,No,Residential,Good,2.069672622,258.7090778,31.47389557,52.30900483,2.114489369,9.066161246,0.330395793,0.071981654,0.01194048,0.005169039,0.138882073,0.030257532,0.60265128,0.131296575,0.03847178,0.011055109,0.218707903,0.062847099,0.291289934,0.03505294,0.072011266,0.008665616,1.70435051,0.356325564,0.183028442,15.97562687,0.117388906,43.09556701,0.316666226,-1.384596877,-2.887662161,54.79893484,46.61159776,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47283207,-79.92706339
299142312,3007,GLEN MAWR ST,Linden: Littleleaf,Tilia cordata,31,12,4,3,Well or Pit,22,1,Conflicting,Residential,Good,15.38945574,1923.681967,21.98481305,36.53833347,15.77645722,61.06831881,2.735128194,0.595888495,0.083574798,0.036179566,1.149712804,0.250482092,4.289257083,0.934478667,0.318482417,0.091517936,1.630899445,0.468649266,2.411396661,0.290180104,0.509583511,0.061321722,13.12803491,2.728697849,1.094354545,133.6117946,0.981779467,321.5411622,2.36268446,-111.6197534,-15.88214189,327.6510615,128.4414343,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45692768,-80.05297294
199126754,5609,CELADINE ST,Horsechestnut,Aesculus hippocastanum,45,15,99,15,Open or Restricted,27,1,No,Residential,Fair,17.31174796,2163.968495,90.70214024,150.7452003,14.92095769,57.76712434,2.259235827,0.492208241,0.068233922,0.029538495,0.976674796,0.21278318,3.501824213,0.762924665,0.281069377,0.080767062,1.331389254,0.382583119,2.130710425,0.25640318,0.436807177,0.052564041,10.98594499,2.269771983,2.343172224,455.8822304,3.349822629,262.4907714,1.928782188,0,-16.82443164,701.5485702,194.0310874,Stanton Heights,7,10,42003101800,2,10,5,5-Mar,40.48209517,-79.94479199
1972738944,5619,CELADINE ST,Catalpa: Northern,Catalpa speciosa,35,8,10,8,Well or Pit,15,1,No,Residential,Good,13.50953782,1688.692227,49.53783709,82.33092574,14.08968231,49.49755199,1.976309012,0.430568412,0.070411076,0.030480985,0.853474948,0.185942255,3.671799478,0.799956313,0.250112113,0.071871297,1.455833342,0.418342914,1.803690676,0.217050623,0.433861131,0.052209522,10.51549178,2.206422322,1.201045635,134.1857922,0.985997201,287.1628757,2.110072811,-50.92543327,-10.8287331,359.5945015,138.3511466,Stanton Heights,7,10,42003101800,2,10,5,5-Mar,40.48227863,-79.94456715
870758733,525,SUISMON ST,Linden: Littleleaf,Tilia cordata,20,6,10,4,Well or Pit,7,1,Yes,Residential,Good,3.378806154,422.3507693,43.02447852,71.50584997,3.371561639,14.31195171,0.520757697,0.113454836,0.01891831,0.008189744,0.218900816,0.047690809,0.956389822,0.208363796,0.060637805,0.017424657,0.348710755,0.10020424,0.459120481,0.055249155,0.114215269,0.013744316,2.697650954,0.564321554,0.437977513,76.98625549,0.565695005,68.71605157,0.504925547,-9.517906511,-5.053408782,131.1309918,67.2224265,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45521851,-80.00016963
531577617,5524,WELLESLEY AVE,London planetree,Platanus x acerifolia,65,12,30,3,Tree Lawn or Parkway,30,1,No,Residential,Good,33.30906393,4163.632992,87.00881328,144.6069624,27.38905876,92.43473919,5.350552491,1.165697711,0.133699216,0.057878448,2.249108002,0.490001743,7.018406968,1.529064699,0.623026333,0.179030555,2.829485834,0.813070642,4.717257656,0.567660368,0.827445122,0.099572217,23.74898162,4.901976383,2.918116154,389.059143,2.858806583,558.2184683,4.101789305,-51.9326738,-21.65746621,873.6874713,266.8087729,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47459773,-79.92701582
513342409,5503,CELADINE ST,Elm: American,Ulmus americana,31,20,99,99,Open or Restricted,18,1,No,Residential,Good,18.30710983,2288.388729,103.3621006,171.7858092,18.92969391,67.01400645,2.924071755,0.63705267,0.095028814,0.041138015,1.18489494,0.258147046,4.949291428,1.078277,0.340109372,0.097732578,1.956004103,0.562070145,2.540538578,0.305720647,0.585061315,0.07040449,14.5750003,3.05054259,1.976183266,314.342768,2.30979066,385.8075165,2.834913631,-95.48416826,-12.99447972,591.6716366,224.1640944,Stanton Heights,7,10,42003101800,2,10,5,5-Mar,40.48070677,-79.94613077
886972729,820,HIGHVIEW ST,Maple: Norway,Acer platanoides,48,10,99,3,Tree Lawn or Parkway,25,1,No,Residential,Good,21.8656679,2733.208488,107.4075762,178.5093112,19.56026074,72.07067899,3.709005595,0.808062221,0.100563016,0.043533773,1.603414854,0.349327855,5.203155422,1.133585059,0.461433853,0.132595935,2.021549818,0.58090512,3.331674617,0.40092354,0.616448929,0.07418158,17.0472461,3.523115083,3.249795351,644.9841294,4.739343383,398.6591466,2.929347409,-52.60276741,-18.04788851,972.9926201,241.2012253,Morningside,7,11,42003101400,2,11,5,7-Mar,40.47362968,-79.92929515
1140037658,923,N NEGLEY AVE,Oak: Sawtooth,Quercus acutissima,16,5,10,3,Well or Pit,3,1,Yes,Residential,Good,1.810725834,226.3407292,38.92665079,64.69533965,1.80065779,8.667870156,0.290660466,0.06332472,0.01096275,0.004745779,0.12552259,0.02734697,0.543056384,0.118312938,0.036784583,0.010570283,0.186377939,0.053556879,0.265273077,0.031922151,0.065314237,0.007859716,1.523952028,0.317639436,0.198701008,26.89416618,0.197618333,36.69934196,0.269666765,-1.93644164,-2.165746621,59.49131988,52.92855761,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47307764,-79.92566587
2010367055,5524,AVONDALE PL,Dogwood: Corneliancherry,Cornus mas,6,4,10,3,Well or Pit,1,1,Yes,Residential,Good,0.256443556,32.05544448,5.766404678,9.583652886,0.342453667,1.962248019,0.054872419,0.011954775,0.002348072,0.001016481,0.02372152,0.005168087,0.113167006,0.024655121,0.006826625,0.001961674,0.035489076,0.01019801,0.049290043,0.005931413,0.013743495,0.00165385,0.299458257,0.062539413,0.033282781,3.846677433,0.028265386,6.979573962,0.051285909,-0.139431388,-0.72191554,9.964904466,8.660290957,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47381598,-79.92735091
